Name,Code,StartDate,EndDate,PolicyType,PolicyContent,PolicyValue,Flag
Sudan,SDN,20200413,20200528,C7,Restrictions on internal movement,2,0
Sudan,SDN,20200418,20200528,C6,Stay at home requirements,2,0
Sudan,SDN,20200504,20200523,C2,Workplace closing,2,1
Sudan,SDN,20200507,,E1,Income support,1,1
Sudan,SDN,20200507,,E2,Debt/contract relief,1,
Sudan,SDN,20200524,,C2,Workplace closing,1,1
Sudan,SDN,20200529,,C6,Stay at home requirements,2,1
Sudan,SDN,20200529,,C7,Restrictions on internal movement,2,1
Sudan,SDN,20200529,,H3,Contact tracing,0,
Senegal,SEN,20200306,20200410,H2,Testing policy,1,
Senegal,SEN,20200306,,H3,Contact tracing,2,
Senegal,SEN,20200314,,C3,Cancel public events,2,1
Senegal,SEN,20200314,20200322,C4,Restrictions on gatherings,2,1
Senegal,SEN,20200314,,H1,Public information campaigns,2,1
Senegal,SEN,20200315,20200317,C8,International travel controls,1,
Senegal,SEN,20200316,,C1,School closing,3,1
Senegal,SEN,20200318,20200319,C8,International travel controls,3,
Senegal,SEN,20200320,,C8,International travel controls,4,
Senegal,SEN,20200323,20200510,C4,Restrictions on gatherings,4,1
Senegal,SEN,20200323,,C7,Restrictions on internal movement,2,1
Senegal,SEN,20200325,,C6,Stay at home requirements,3,1
Senegal,SEN,20200401,,E2,Debt/contract relief,2,
Senegal,SEN,20200403,,E1,Income support,1,0
Senegal,SEN,20200411,,H2,Testing policy,2,
Senegal,SEN,20200511,,C4,Restrictions on gatherings,2,1
Singapore,SGP,20200102,20200122,C8,International travel controls,1,
Singapore,SGP,20200102,,H1,Public information campaigns,2,1
Singapore,SGP,20200102,20200122,H2,Testing policy,1,
Singapore,SGP,20200120,,H3,Contact tracing,2,
Singapore,SGP,20200123,20200409,C8,International travel controls,3,
Singapore,SGP,20200123,,H2,Testing policy,2,
Singapore,SGP,20200207,20200312,C3,Cancel public events,1,1
Singapore,SGP,20200313,,C3,Cancel public events,2,1
Singapore,SGP,20200313,20200326,C4,Restrictions on gatherings,2,1
Singapore,SGP,20200327,20200407,C4,Restrictions on gatherings,3,1
Singapore,SGP,20200401,,E1,Income support,1,1
Singapore,SGP,20200403,20200407,C6,Stay at home requirements,1,1
Singapore,SGP,20200403,20200407,C7,Restrictions on internal movement,1,1
Singapore,SGP,20200407,20200511,C2,Workplace closing,3,1
Singapore,SGP,20200408,20200601,C1,School closing,3,1
Singapore,SGP,20200408,,C4,Restrictions on gatherings,4,1
Singapore,SGP,20200408,,C6,Stay at home requirements,2,1
Singapore,SGP,20200408,,C7,Restrictions on internal movement,2,1
Singapore,SGP,20200410,,C8,International travel controls,2,
Singapore,SGP,20200414,,C5,Close public transport,1,1
Singapore,SGP,20200420,,E2,Debt/contract relief,2,
Singapore,SGP,20200512,,C2,Workplace closing,2,1
Singapore,SGP,20200602,,C1,School closing,2,1
Solomon Islands,SLB,20200206,,C8,International travel controls,3,
Solomon Islands,SLB,20200318,,H1,Public information campaigns,2,1
Solomon Islands,SLB,20200320,20200409,C7,Restrictions on internal movement,1,0
Solomon Islands,SLB,20200327,,C3,Cancel public events,2,0
Solomon Islands,SLB,20200327,,E1,Income support,2,1
Solomon Islands,SLB,20200331,20200426,C1,School closing,3,1
Solomon Islands,SLB,20200403,20200416,C2,Workplace closing,3,1
Solomon Islands,SLB,20200410,20200411,C7,Restrictions on internal movement,2,1
Solomon Islands,SLB,20200412,20200519,C7,Restrictions on internal movement,1,0
Solomon Islands,SLB,20200417,,C2,Workplace closing,2,1
Solomon Islands,SLB,20200427,,C1,School closing,2,0
Solomon Islands,SLB,20200520,20200522,C6,Stay at home requirements,2,0
Solomon Islands,SLB,20200520,20200522,C7,Restrictions on internal movement,2,0
Solomon Islands,SLB,20200523,,C6,Stay at home requirements,0,
Solomon Islands,SLB,20200523,,C7,Restrictions on internal movement,1,0
Sierra Leone,SLE,20200316,20200502,C4,Restrictions on gatherings,3,1
Sierra Leone,SLE,20200320,20200417,H1,Public information campaigns,1,1
Sierra Leone,SLE,20200321,20200327,C8,International travel controls,3,
Sierra Leone,SLE,20200322,,C3,Cancel public events,2,1
Sierra Leone,SLE,20200323,,C5,Close public transport,1,1
Sierra Leone,SLE,20200328,,C8,International travel controls,4,
Sierra Leone,SLE,20200331,,C1,School closing,3,1
Sierra Leone,SLE,20200331,,H2,Testing policy,2,
Sierra Leone,SLE,20200331,,H3,Contact tracing,2,
Sierra Leone,SLE,20200401,20200402,C2,Workplace closing,2,1
Sierra Leone,SLE,20200403,20200404,C2,Workplace closing,0,
Sierra Leone,SLE,20200405,20200407,C2,Workplace closing,3,1
Sierra Leone,SLE,20200405,20200407,C6,Stay at home requirements,3,1
Sierra Leone,SLE,20200405,,C7,Restrictions on internal movement,2,1
Sierra Leone,SLE,20200408,20200502,C2,Workplace closing,2,1
Sierra Leone,SLE,20200408,20200425,C6,Stay at home requirements,2,1
Sierra Leone,SLE,20200418,,H1,Public information campaigns,2,1
Sierra Leone,SLE,20200426,20200502,C6,Stay at home requirements,1,1
Sierra Leone,SLE,20200503,20200505,C2,Workplace closing,3,1
Sierra Leone,SLE,20200503,20200505,C4,Restrictions on gatherings,4,1
Sierra Leone,SLE,20200503,20200505,C6,Stay at home requirements,3,1
Sierra Leone,SLE,20200506,,C2,Workplace closing,0,
Sierra Leone,SLE,20200506,,C4,Restrictions on gatherings,3,1
Sierra Leone,SLE,20200506,,C6,Stay at home requirements,1,1
El Salvador,SLV,20200123,,H1,Public information campaigns,2,1
El Salvador,SLV,20200131,20200311,C8,International travel controls,3,
El Salvador,SLV,20200311,,C1,School closing,3,1
El Salvador,SLV,20200311,20200320,C3,Cancel public events,1,1
El Salvador,SLV,20200311,20200420,C4,Restrictions on gatherings,2,1
El Salvador,SLV,20200311,20200423,H2,Testing policy,2,
El Salvador,SLV,20200312,,C8,International travel controls,4,
El Salvador,SLV,20200316,20200320,C2,Workplace closing,2,1
El Salvador,SLV,20200318,20200506,C5,Close public transport,1,1
El Salvador,SLV,20200318,20200320,C7,Restrictions on internal movement,2,0
El Salvador,SLV,20200319,20200504,E2,Debt/contract relief,1,
El Salvador,SLV,20200321,,C2,Workplace closing,3,1
El Salvador,SLV,20200321,,C3,Cancel public events,2,1
El Salvador,SLV,20200321,,C6,Stay at home requirements,3,1
El Salvador,SLV,20200321,,C7,Restrictions on internal movement,2,1
El Salvador,SLV,20200401,,E1,Income support,1,1
El Salvador,SLV,20200421,,C4,Restrictions on gatherings,4,1
El Salvador,SLV,20200424,,H2,Testing policy,3,
El Salvador,SLV,20200505,,E2,Debt/contract relief,2,
El Salvador,SLV,20200507,,C5,Close public transport,2,1
El Salvador,SLV,20200515,,H3,Contact tracing,1,
San Marino,SMR,20200223,20200229,C8,International travel controls,2,
San Marino,SMR,20200225,,H1,Public information campaigns,2,1
San Marino,SMR,20200227,20200404,H2,Testing policy,1,
San Marino,SMR,20200227,,H3,Contact tracing,2,
San Marino,SMR,20200229,,C1,School closing,3,1
San Marino,SMR,20200301,20200502,C8,International travel controls,4,
San Marino,SMR,20200301,,E1,Income support,1,1
San Marino,SMR,20200301,,E2,Debt/contract relief,1,
San Marino,SMR,20200308,20200319,C2,Workplace closing,1,1
San Marino,SMR,20200308,,C3,Cancel public events,2,1
San Marino,SMR,20200308,,C4,Restrictions on gatherings,4,1
San Marino,SMR,20200308,20200409,C6,Stay at home requirements,1,1
San Marino,SMR,20200308,20200416,C7,Restrictions on internal movement,1,1
San Marino,SMR,20200315,20200503,C5,Close public transport,2,1
San Marino,SMR,20200320,,C2,Workplace closing,2,1
San Marino,SMR,20200405,20200520,H2,Testing policy,2,
San Marino,SMR,20200410,20200502,C6,Stay at home requirements,2,1
San Marino,SMR,20200417,20200502,C7,Restrictions on internal movement,2,1
San Marino,SMR,20200503,,C6,Stay at home requirements,1,1
San Marino,SMR,20200503,,C7,Restrictions on internal movement,1,1
San Marino,SMR,20200503,,C8,International travel controls,2,
San Marino,SMR,20200504,,C5,Close public transport,0,
San Marino,SMR,20200521,,H2,Testing policy,3,
Somalia,SOM,20200314,20200317,C8,International travel controls,3,
Somalia,SOM,20200318,,C8,International travel controls,4,
Somalia,SOM,20200319,,C3,Cancel public events,2,1
Somalia,SOM,20200319,20200528,C4,Restrictions on gatherings,3,1
Somalia,SOM,20200319,,H1,Public information campaigns,2,1
Somalia,SOM,20200321,,C1,School closing,3,1
Somalia,SOM,20200325,,H2,Testing policy,1,
Somalia,SOM,20200411,20200528,C2,Workplace closing,1,1
Somalia,SOM,20200411,,C6,Stay at home requirements,1,1
Somalia,SOM,20200529,,C2,Workplace closing,0,
Somalia,SOM,20200529,,C4,Restrictions on gatherings,0,
Serbia,SRB,20200122,20200310,C8,International travel controls,1,
Serbia,SRB,20200225,,H1,Public information campaigns,2,1
Serbia,SRB,20200227,20200521,H2,Testing policy,1,
Serbia,SRB,20200306,,H3,Contact tracing,2,
Serbia,SRB,20200311,20200314,C4,Restrictions on gatherings,2,1
Serbia,SRB,20200311,20200315,C8,International travel controls,3,
Serbia,SRB,20200315,,C3,Cancel public events,2,1
Serbia,SRB,20200315,20200516,C4,Restrictions on gatherings,4,1
Serbia,SRB,20200315,20200317,C6,Stay at home requirements,2,1
Serbia,SRB,20200316,20200516,C1,School closing,3,1
Serbia,SRB,20200316,20200320,C2,Workplace closing,1,1
Serbia,SRB,20200316,20200516,C8,International travel controls,4,
Serbia,SRB,20200318,20200516,C6,Stay at home requirements,3,1
Serbia,SRB,20200318,20200426,C7,Restrictions on internal movement,2,1
Serbia,SRB,20200321,20200420,C2,Workplace closing,3,1
Serbia,SRB,20200321,20200516,C5,Close public transport,2,1
Serbia,SRB,20200331,,E1,Income support,1,0
Serbia,SRB,20200331,,E2,Debt/contract relief,1,
Serbia,SRB,20200421,,C2,Workplace closing,2,1
Serbia,SRB,20200427,20200429,C7,Restrictions on internal movement,2,0
Serbia,SRB,20200430,20200504,C7,Restrictions on internal movement,2,1
Serbia,SRB,20200505,20200516,C7,Restrictions on internal movement,2,0
Serbia,SRB,20200517,,C1,School closing,2,1
Serbia,SRB,20200517,20200531,C4,Restrictions on gatherings,3,1
Serbia,SRB,20200517,,C5,Close public transport,0,
Serbia,SRB,20200517,,C6,Stay at home requirements,1,1
Serbia,SRB,20200517,,C7,Restrictions on internal movement,0,
Serbia,SRB,20200517,20200521,C8,International travel controls,1,
Serbia,SRB,20200522,,C8,International travel controls,0,
Serbia,SRB,20200522,,H2,Testing policy,3,
Serbia,SRB,20200601,,C4,Restrictions on gatherings,1,1
South Sudan,SSD,20200224,20200312,C8,International travel controls,2,
South Sudan,SSD,20200302,20200404,H2,Testing policy,1,
South Sudan,SSD,20200313,20200323,C8,International travel controls,3,
South Sudan,SSD,20200316,,C3,Cancel public events,2,1
South Sudan,SSD,20200316,,C4,Restrictions on gatherings,2,1
South Sudan,SSD,20200316,,H1,Public information campaigns,2,1
South Sudan,SSD,20200320,,C1,School closing,3,1
South Sudan,SSD,20200324,20200417,C6,Stay at home requirements,1,1
South Sudan,SSD,20200324,20200511,C8,International travel controls,4,
South Sudan,SSD,20200325,20200327,C2,Workplace closing,1,1
South Sudan,SSD,20200328,20200507,C2,Workplace closing,3,1
South Sudan,SSD,20200329,20200506,C5,Close public transport,1,1
South Sudan,SSD,20200405,,H2,Testing policy,2,
South Sudan,SSD,20200405,20200506,H3,Contact tracing,1,
South Sudan,SSD,20200412,,C7,Restrictions on internal movement,2,1
South Sudan,SSD,20200418,20200506,C6,Stay at home requirements,2,0
South Sudan,SSD,20200507,,C5,Close public transport,0,
South Sudan,SSD,20200507,,C6,Stay at home requirements,2,1
South Sudan,SSD,20200507,,H3,Contact tracing,2,
South Sudan,SSD,20200508,,C2,Workplace closing,2,1
South Sudan,SSD,20200512,,C8,International travel controls,2,
Suriname,SUR,20200313,20200519,C3,Cancel public events,2,1
Suriname,SUR,20200314,,C8,International travel controls,4,
Suriname,SUR,20200314,,H1,Public information campaigns,2,1
Suriname,SUR,20200315,,H2,Testing policy,1,
Suriname,SUR,20200315,,H3,Contact tracing,1,
Suriname,SUR,20200316,,C1,School closing,3,1
Suriname,SUR,20200316,20200530,C7,Restrictions on internal movement,2,0
Suriname,SUR,20200328,20200509,C4,Restrictions on gatherings,4,1
Suriname,SUR,20200328,20200523,C6,Stay at home requirements,2,1
Suriname,SUR,20200406,,C5,Close public transport,2,1
Suriname,SUR,20200510,20200529,C4,Restrictions on gatherings,3,1
Suriname,SUR,20200520,20200603,C3,Cancel public events,1,1
Suriname,SUR,20200524,20200525,C6,Stay at home requirements,1,1
Suriname,SUR,20200526,20200603,C6,Stay at home requirements,2,0
Suriname,SUR,20200530,20200530,C4,Restrictions on gatherings,2,1
Suriname,SUR,20200531,,C4,Restrictions on gatherings,4,1
Suriname,SUR,20200531,20200603,C7,Restrictions on internal movement,2,1
Suriname,SUR,20200601,,E2,Debt/contract relief,2,
Suriname,SUR,20200604,,C2,Workplace closing,3,1
Suriname,SUR,20200604,,C3,Cancel public events,2,1
Suriname,SUR,20200604,,C6,Stay at home requirements,2,1
Suriname,SUR,20200604,,C7,Restrictions on internal movement,2,0
Slovak Republic,SVK,20200127,20200303,H1,Public information campaigns,1,0
Slovak Republic,SVK,20200304,,H1,Public information campaigns,2,1
Slovak Republic,SVK,20200306,20200309,C3,Cancel public events,1,1
Slovak Republic,SVK,20200309,20200312,C8,International travel controls,2,
Slovak Republic,SVK,20200310,20200315,C1,School closing,3,0
Slovak Republic,SVK,20200310,,C3,Cancel public events,2,1
Slovak Republic,SVK,20200312,20200407,C4,Restrictions on gatherings,3,1
Slovak Republic,SVK,20200312,20200407,C6,Stay at home requirements,1,1
Slovak Republic,SVK,20200313,20200421,C2,Workplace closing,2,1
Slovak Republic,SVK,20200313,20200604,C8,International travel controls,4,
Slovak Republic,SVK,20200314,,C5,Close public transport,1,1
Slovak Republic,SVK,20200316,20200531,C1,School closing,3,1
Slovak Republic,SVK,20200316,20200407,C7,Restrictions on internal movement,1,1
Slovak Republic,SVK,20200318,,E2,Debt/contract relief,2,
Slovak Republic,SVK,20200329,,E1,Income support,2,0
Slovak Republic,SVK,20200408,20200413,C4,Restrictions on gatherings,4,1
Slovak Republic,SVK,20200408,20200413,C6,Stay at home requirements,2,1
Slovak Republic,SVK,20200408,20200413,C7,Restrictions on internal movement,2,1
Slovak Republic,SVK,20200414,,C4,Restrictions on gatherings,3,1
Slovak Republic,SVK,20200414,,C6,Stay at home requirements,1,1
Slovak Republic,SVK,20200414,,C7,Restrictions on internal movement,1,1
Slovak Republic,SVK,20200422,20200602,C2,Workplace closing,2,0
Slovak Republic,SVK,20200601,,C1,School closing,2,1
Slovak Republic,SVK,20200603,,C2,Workplace closing,0,
Slovak Republic,SVK,20200605,,C8,International travel controls,3,
Slovenia,SVN,20200304,,H1,Public information campaigns,2,1
Slovenia,SVN,20200304,,H2,Testing policy,2,
Slovenia,SVN,20200304,,H3,Contact tracing,2,
Slovenia,SVN,20200307,20200318,C4,Restrictions on gatherings,2,1
Slovenia,SVN,20200310,20200513,C8,International travel controls,3,
Slovenia,SVN,20200314,20200513,C6,Stay at home requirements,1,1
Slovenia,SVN,20200316,20200517,C1,School closing,3,1
Slovenia,SVN,20200316,20200510,C5,Close public transport,2,1
Slovenia,SVN,20200319,,C3,Cancel public events,2,1
Slovenia,SVN,20200319,20200513,C4,Restrictions on gatherings,4,1
Slovenia,SVN,20200319,,E2,Debt/contract relief,2,
Slovenia,SVN,20200320,20200419,C2,Workplace closing,3,1
Slovenia,SVN,20200330,20200429,C7,Restrictions on internal movement,2,1
Slovenia,SVN,20200330,,E1,Income support,1,1
Slovenia,SVN,20200420,20200517,C2,Workplace closing,2,1
Slovenia,SVN,20200430,,C7,Restrictions on internal movement,0,
Slovenia,SVN,20200511,,C5,Close public transport,0,
Slovenia,SVN,20200514,20200601,C4,Restrictions on gatherings,3,0
Slovenia,SVN,20200514,,C6,Stay at home requirements,0,
Slovenia,SVN,20200514,,C8,International travel controls,2,
Slovenia,SVN,20200518,20200602,C1,School closing,2,1
Slovenia,SVN,20200518,,C2,Workplace closing,0,
Slovenia,SVN,20200602,,C4,Restrictions on gatherings,2,1
Slovenia,SVN,20200603,,C1,School closing,0,
Sweden,SWE,20200131,,H2,Testing policy,1,
Sweden,SWE,20200131,20200322,H3,Contact tracing,2,
Sweden,SWE,20200309,,H1,Public information campaigns,2,1
Sweden,SWE,20200311,,E1,Income support,2,0
Sweden,SWE,20200312,20200423,C4,Restrictions on gatherings,2,1
Sweden,SWE,20200316,,E2,Debt/contract relief,1,
Sweden,SWE,20200318,,C1,School closing,1,1
Sweden,SWE,20200319,,C8,International travel controls,3,
Sweden,SWE,20200323,,H3,Contact tracing,1,
Sweden,SWE,20200325,,C2,Workplace closing,1,1
Sweden,SWE,20200401,,C3,Cancel public events,1,1
Sweden,SWE,20200404,,C7,Restrictions on internal movement,1,1
Sweden,SWE,20200424,,C4,Restrictions on gatherings,3,1
Eswatini,SWZ,20200129,20200316,C8,International travel controls,1,
Eswatini,SWZ,20200215,20200228,H1,Public information campaigns,1,1
Eswatini,SWZ,20200215,20200504,H2,Testing policy,1,
Eswatini,SWZ,20200229,,H1,Public information campaigns,2,1
Eswatini,SWZ,20200229,20200312,H3,Contact tracing,1,
Eswatini,SWZ,20200313,20200422,H3,Contact tracing,2,
Eswatini,SWZ,20200314,20200316,C3,Cancel public events,1,1
Eswatini,SWZ,20200317,,C1,School closing,3,1
Eswatini,SWZ,20200317,,C3,Cancel public events,2,1
Eswatini,SWZ,20200317,,C4,Restrictions on gatherings,3,1
Eswatini,SWZ,20200317,20200326,C7,Restrictions on internal movement,1,1
Eswatini,SWZ,20200317,20200326,C8,International travel controls,3,
Eswatini,SWZ,20200323,,E2,Debt/contract relief,1,
Eswatini,SWZ,20200327,20200402,C2,Workplace closing,1,1
Eswatini,SWZ,20200327,20200415,C5,Close public transport,2,1
Eswatini,SWZ,20200327,,C6,Stay at home requirements,2,1
Eswatini,SWZ,20200327,,C7,Restrictions on internal movement,2,1
Eswatini,SWZ,20200327,,C8,International travel controls,4,
Eswatini,SWZ,20200403,,C2,Workplace closing,2,1
Eswatini,SWZ,20200416,,C5,Close public transport,1,1
Eswatini,SWZ,20200423,,H3,Contact tracing,1,
Eswatini,SWZ,20200505,,H2,Testing policy,2,
Seychelles,SYC,20200129,,H1,Public information campaigns,2,1
Seychelles,SYC,20200207,20200309,C8,International travel controls,2,
Seychelles,SYC,20200310,20200503,C8,International travel controls,3,
Seychelles,SYC,20200314,,H2,Testing policy,2,
Seychelles,SYC,20200315,20200321,C3,Cancel public events,1,1
Seychelles,SYC,20200315,,H3,Contact tracing,2,
Seychelles,SYC,20200316,20200322,C1,School closing,3,0
Seychelles,SYC,20200322,20200531,C3,Cancel public events,2,1
Seychelles,SYC,20200323,20200517,C1,School closing,3,1
Seychelles,SYC,20200323,,E2,Debt/contract relief,1,
Seychelles,SYC,20200330,20200531,C4,Restrictions on gatherings,4,1
Seychelles,SYC,20200408,20200503,C2,Workplace closing,3,1
Seychelles,SYC,20200408,20200503,C6,Stay at home requirements,2,1
Seychelles,SYC,20200408,20200503,C7,Restrictions on internal movement,2,1
Seychelles,SYC,20200409,20200503,C5,Close public transport,2,1
Seychelles,SYC,20200504,20200531,C2,Workplace closing,2,1
Seychelles,SYC,20200504,,C5,Close public transport,0,
Seychelles,SYC,20200504,20200531,C6,Stay at home requirements,1,1
Seychelles,SYC,20200504,20200531,C7,Restrictions on internal movement,1,1
Seychelles,SYC,20200504,20200531,C8,International travel controls,4,
Seychelles,SYC,20200518,,C1,School closing,0,
Seychelles,SYC,20200601,,C2,Workplace closing,0,
Seychelles,SYC,20200601,,C3,Cancel public events,0,
Seychelles,SYC,20200601,,C4,Restrictions on gatherings,0,
Seychelles,SYC,20200601,,C6,Stay at home requirements,0,
Seychelles,SYC,20200601,,C7,Restrictions on internal movement,0,
Seychelles,SYC,20200601,,C8,International travel controls,3,
Syria,SYR,20200201,20200307,C8,International travel controls,1,
Syria,SYR,20200308,,C8,International travel controls,3,
Syria,SYR,20200308,,H1,Public information campaigns,2,1
Syria,SYR,20200313,20200321,C2,Workplace closing,1,1
Syria,SYR,20200314,,C1,School closing,3,1
Syria,SYR,20200315,20200321,C3,Cancel public events,1,1
Syria,SYR,20200316,,C4,Restrictions on gatherings,3,1
Syria,SYR,20200320,20200324,C7,Restrictions on internal movement,1,1
Syria,SYR,20200322,20200422,C2,Workplace closing,3,1
Syria,SYR,20200322,20200416,C3,Cancel public events,2,1
Syria,SYR,20200323,,C5,Close public transport,2,1
Syria,SYR,20200325,20200331,C7,Restrictions on internal movement,2,0
Syria,SYR,20200401,20200416,C7,Restrictions on internal movement,2,1
Syria,SYR,20200402,,H2,Testing policy,1,
Syria,SYR,20200417,,C3,Cancel public events,2,0
Syria,SYR,20200417,,C6,Stay at home requirements,2,0
Syria,SYR,20200417,20200525,C7,Restrictions on internal movement,2,0
Syria,SYR,20200423,,C2,Workplace closing,2,1
Syria,SYR,20200526,,C7,Restrictions on internal movement,0,
Chad,TCD,20200307,,H1,Public information campaigns,2,1
Chad,TCD,20200308,20200317,C8,International travel controls,2,
Chad,TCD,20200318,20200412,C8,International travel controls,3,
Chad,TCD,20200319,,C4,Restrictions on gatherings,3,1
Chad,TCD,20200319,,H2,Testing policy,1,
Chad,TCD,20200319,,H3,Contact tracing,1,
Chad,TCD,20200327,,E2,Debt/contract relief,2,
Chad,TCD,20200402,,C6,Stay at home requirements,2,0
Chad,TCD,20200413,,C1,School closing,3,1
Chad,TCD,20200413,20200511,C2,Workplace closing,3,1
Chad,TCD,20200413,,C3,Cancel public events,2,1
Chad,TCD,20200413,20200517,C5,Close public transport,2,1
Chad,TCD,20200413,,C7,Restrictions on internal movement,2,0
Chad,TCD,20200413,,C8,International travel controls,4,
Chad,TCD,20200512,20200517,C2,Workplace closing,3,0
Chad,TCD,20200518,,C2,Workplace closing,2,1
Chad,TCD,20200518,,C5,Close public transport,0,
Thailand,THA,20200302,20200430,H2,Testing policy,1,
Thailand,THA,20200303,20200413,H3,Contact tracing,1,
Thailand,THA,20200306,20200324,C8,International travel controls,2,
Thailand,THA,20200306,,H1,Public information campaigns,2,1
Thailand,THA,20200310,20200402,C3,Cancel public events,2,0
Thailand,THA,20200315,20200318,C1,School closing,1,0
Thailand,THA,20200316,20200402,C4,Restrictions on gatherings,3,0
Thailand,THA,20200317,20200325,C2,Workplace closing,2,0
Thailand,THA,20200319,,C1,School closing,3,1
Thailand,THA,20200321,,C6,Stay at home requirements,1,1
Thailand,THA,20200325,20200325,C7,Restrictions on internal movement,1,1
Thailand,THA,20200325,20200430,C8,International travel controls,4,
Thailand,THA,20200326,20200402,C2,Workplace closing,2,1
Thailand,THA,20200326,20200517,C7,Restrictions on internal movement,2,0
Thailand,THA,20200401,,E1,Income support,2,1
Thailand,THA,20200401,20200605,E2,Debt/contract relief,2,
Thailand,THA,20200403,20200502,C2,Workplace closing,3,0
Thailand,THA,20200403,20200605,C3,Cancel public events,2,1
Thailand,THA,20200403,20200417,C4,Restrictions on gatherings,3,1
Thailand,THA,20200403,20200407,C5,Close public transport,1,0
Thailand,THA,20200408,20200517,C5,Close public transport,2,0
Thailand,THA,20200414,,H3,Contact tracing,2,
Thailand,THA,20200418,20200502,C4,Restrictions on gatherings,3,0
Thailand,THA,20200501,,C8,International travel controls,3,
Thailand,THA,20200501,,H2,Testing policy,2,
Thailand,THA,20200503,20200516,C2,Workplace closing,2,1
Thailand,THA,20200503,20200605,C4,Restrictions on gatherings,3,1
Thailand,THA,20200517,20200518,C2,Workplace closing,2,0
Thailand,THA,20200518,,C5,Close public transport,1,0
Thailand,THA,20200518,,C7,Restrictions on internal movement,1,1
Thailand,THA,20200519,20200605,C2,Workplace closing,2,1
Thailand,THA,20200606,,C2,Workplace closing,1,1
Thailand,THA,20200606,,C3,Cancel public events,1,1
Thailand,THA,20200606,,C4,Restrictions on gatherings,2,1
Thailand,THA,20200606,,E2,Debt/contract relief,0,
Tajikistan,TJK,20200121,20200317,H1,Public information campaigns,1,1
Tajikistan,TJK,20200201,,H3,Contact tracing,1,
Tajikistan,TJK,20200203,20200302,C8,International travel controls,2,
Tajikistan,TJK,20200204,,H2,Testing policy,1,
Tajikistan,TJK,20200303,20200409,C8,International travel controls,3,
Tajikistan,TJK,20200318,,H1,Public information campaigns,2,1
Tajikistan,TJK,20200410,,C8,International travel controls,4,
Tajikistan,TJK,20200418,,C3,Cancel public events,2,1
Tajikistan,TJK,20200425,20200511,C2,Workplace closing,2,1
Tajikistan,TJK,20200427,20200503,C1,School closing,2,0
Tajikistan,TJK,20200504,,C1,School closing,2,1
Tajikistan,TJK,20200505,,E2,Debt/contract relief,1,
Tajikistan,TJK,20200511,,C6,Stay at home requirements,1,0
Tajikistan,TJK,20200512,,C2,Workplace closing,2,0
Turkmenistan,TKM,20200108,20200131,C8,International travel controls,1,
Turkmenistan,TKM,20200108,,H2,Testing policy,1,
Turkmenistan,TKM,20200120,20200209,H1,Public information campaigns,1,1
Turkmenistan,TKM,20200201,20200320,C8,International travel controls,3,
Turkmenistan,TKM,20200210,,H1,Public information campaigns,2,1
Turkmenistan,TKM,20200319,,C7,Restrictions on internal movement,2,0
Turkmenistan,TKM,20200321,20200422,C8,International travel controls,4,
Turkmenistan,TKM,20200324,20200331,C2,Workplace closing,2,0
Turkmenistan,TKM,20200324,20200419,C3,Cancel public events,2,1
Turkmenistan,TKM,20200330,20200406,C1,School closing,3,1
Turkmenistan,TKM,20200401,,C2,Workplace closing,0,
Turkmenistan,TKM,20200407,,C1,School closing,0,
Turkmenistan,TKM,20200420,,C3,Cancel public events,0,
Turkmenistan,TKM,20200423,,C8,International travel controls,3,
Timor-Leste,TLS,20200130,20200322,H1,Public information campaigns,1,1
Timor-Leste,TLS,20200203,20200206,C8,International travel controls,1,
Timor-Leste,TLS,20200207,20200319,C8,International travel controls,2,
Timor-Leste,TLS,20200303,,H3,Contact tracing,2,
Timor-Leste,TLS,20200310,20200526,H2,Testing policy,2,
Timor-Leste,TLS,20200320,20200412,C8,International travel controls,3,
Timor-Leste,TLS,20200323,20200526,C1,School closing,3,1
Timor-Leste,TLS,20200323,,H1,Public information campaigns,2,1
Timor-Leste,TLS,20200328,20200526,C2,Workplace closing,2,1
Timor-Leste,TLS,20200328,20200526,C3,Cancel public events,2,1
Timor-Leste,TLS,20200328,20200526,C4,Restrictions on gatherings,4,1
Timor-Leste,TLS,20200328,20200429,C5,Close public transport,2,1
Timor-Leste,TLS,20200328,,C6,Stay at home requirements,1,1
Timor-Leste,TLS,20200330,20200416,E2,Debt/contract relief,1,
Timor-Leste,TLS,20200413,20200526,C8,International travel controls,4,
Timor-Leste,TLS,20200417,,E2,Debt/contract relief,2,
Timor-Leste,TLS,20200430,,C5,Close public transport,0,
Timor-Leste,TLS,20200501,,E1,Income support,2,1
Timor-Leste,TLS,20200527,,C1,School closing,0,
Timor-Leste,TLS,20200527,,C2,Workplace closing,0,
Timor-Leste,TLS,20200527,,C3,Cancel public events,0,
Timor-Leste,TLS,20200527,,C4,Restrictions on gatherings,0,
Timor-Leste,TLS,20200527,,C8,International travel controls,3,
Timor-Leste,TLS,20200527,,H2,Testing policy,,
Trinidad and Tobago,TTO,20200130,20200322,C8,International travel controls,2,
Trinidad and Tobago,TTO,20200202,20200303,H1,Public information campaigns,1,1
Trinidad and Tobago,TTO,20200304,,H1,Public information campaigns,2,1
Trinidad and Tobago,TTO,20200304,20200322,H2,Testing policy,1,
Trinidad and Tobago,TTO,20200313,20200316,C2,Workplace closing,1,1
Trinidad and Tobago,TTO,20200313,,H3,Contact tracing,2,
